timesteps,episode_reward,episode_length
1221472,11.524633,62
1221480,10.348688,33
1221520,15.044668,57
1221552,6.7162,23
1221568,3.168973,12
1221576,16.387587,49
1221600,3.350475,15
1221624,15.496327,62
1221680,3.941001,7
1221768,4.396934,11
1221792,7.189461,24
1221832,10.90985,35
1221864,8.169682,43
1221872,5.628134,13
1221912,5.006548,42
1221944,2.833069,4
1221968,12.220729,50
1221984,5.416359,14
1222000,8.089568,21
1222016,3.930703,19
1222032,11.024335,30
1222040,4.195637,9
1222056,3.679749,9
1222080,7.362885,17
1222088,-1.382186,9
1222168,6.597383,17
1222304,11.0013,28
1222368,11.18497,39
1222400,13.835271,50
1222440,13.992393,44
1222512,18.232076,130
1222608,13.009831,55
1222616,15.126227,154
1222664,23.370968,78
1222736,8.944243,42
1222792,18.050155,61
1222824,8.829708,39
1222856,4.085016,8
1222872,13.074434,63
1222880,-0.168394,7
1222888,11.099875,34
1222952,8.413248,36
1222968,5.653173,45
1223064,4.93114,23
1223136,14.305743,50
1223200,12.558194,41
1223208,4.85567,9
1223224,15.067643,42
1223240,15.087544,48
1223320,9.500729,44
1223344,14.289502,49
1223352,4.219501,36
1223512,-0.106615,21
1223632,10.52426,39
1223640,12.416486,52
1223656,17.217954,57
1223664,11.283592,57
1223696,5.450632,43
1223768,10.786125,32
1223824,5.561721,16
1223912,5.909742,31
1223960,10.216822,40
1223992,26.126934,94
1224024,0.433013,8
1224072,16.305667,55
1224128,9.918573,38
1224168,2.049111,50
1224176,3.718797,23
1224184,11.720016,218
1224232,14.509574,72
1224256,9.665434,43
1224304,7.005484,17
1224328,0.710762,9
1224360,10.298116,42
1224376,7.843066,25
1224424,6.558829,24
1224448,15.242704,47
1224488,5.212131,14
1224504,2.888068,22
1224680,14.561908,62
1224760,7.743113,79
1224816,11.380109,49
1224864,19.577328,70
1224896,15.082051,67
1224904,2.015984,18
1224960,9.97384,57
1224968,13.889037,60
1225104,7.443664,18
1225208,12.540714,39
1225288,12.457079,53
1225296,18.737812,77
1225320,6.070794,27
1225344,4.181081,6
1225368,12.789752,50
1225392,13.460716,61
1225408,4.867161,11
1225448,7.626778,79
1225592,8.56267,23
1225608,15.095104,50
1225704,11.747391,45
1225760,18.477152,59
1225808,16.084166,170
1225864,16.760947,52
1225944,8.004576,23
1225944,15.099198,72
1225960,11.098354,32
1225968,15.943691,72
1226000,8.90995,24
1226088,13.694763,60
1226120,21.24544,66
1226168,6.861022,21
1226192,9.765122,31
1226200,12.378925,42
1226200,8.374571,29
1226216,2.200508,3
1226232,10.219319,36
1226344,1.360878,14
1226432,6.159269,33
1226496,9.237517,47
1226600,15.093627,50
1226608,11.290206,33
1226664,14.340294,72
1226672,14.823768,89
1226680,19.122112,58
1226744,12.657959,39
1226752,17.695301,69
1226872,7.754174,33
1226960,12.423447,36
1227024,13.264666,43
1227024,13.371633,53
1227112,0.093634,11
1227128,13.973391,58
1227144,2.406672,49
1227152,13.147025,51
1227200,16.728644,88
1227200,9.860237,41
1227232,5.003358,11
1227264,4.727439,38
1227360,9.071469,26
1227432,12.172498,40
1227440,6.054566,52
1227456,10.495212,28
1227584,10.013609,28
1227608,7.5527,22
1227688,1.174145,13
1227704,9.178272,33
1227856,6.350978,19
1227856,5.817922,91
1227864,2.988731,22
1227864,7.983232,83
1227920,16.692407,58
1227928,18.837466,91
1227952,18.789306,86
1227984,6.018281,15
1228120,8.666014,64
1228152,6.887575,29
1228168,4.273374,30
1228176,9.161769,28
1228184,3.747673,8
1228304,3.738167,15
1228344,11.559643,45
1228384,6.833069,27
1228408,2.403963,8
1228408,15.148497,68
1228408,9.696998,69
1228432,6.750841,35
1228448,16.218018,74
1228480,3.08279,6
1228680,9.933633,37
1228704,18.492071,66
1228712,10.663147,29
1228712,11.750598,38
1228744,16.565769,55
1228744,4.345506,8
1228760,10.043297,44
1228776,11.572827,46
1228808,4.683863,12
1228872,3.792074,8
1228920,6.894414,18
1228968,8.154549,28
1229056,13.251721,43
1229056,12.649328,39
1229112,10.488641,51
1229176,4.717423,15
1229192,7.785965,34
1229264,14.992336,49
1229280,11.778325,39
1229368,11.097871,32
1229400,4.932461,28
1229400,19.07873,80
1229440,2.349373,5
1229472,11.598488,35
1229536,11.170033,34
1229656,10.213319,32
1229664,7.705689,28
1229696,-0.133238,5
1229704,8.662281,29
1229768,15.375913,61
1229784,13.177495,52
1229784,19.35827,91
1229872,4.642073,13
1229888,9.676158,28
1229992,4.673769,37
1229992,5.035264,26
1230048,16.157101,200
1230056,21.151896,65
1230064,11.458172,45
1230120,11.203635,31
1230152,4.636817,11
1230152,5.924921,13
1230192,8.653693,25
1230360,13.239428,59
1230376,15.922445,48
1230376,12.268632,40
1230392,9.250124,30
1230456,24.007996,84
1230504,15.262795,48
1230560,14.14157,46
1230568,4.477659,8
1230576,9.115959,25
1230648,5.182119,11
1230664,9.09709,36
1230680,7.05744,36
1230688,16.833592,67
1230704,12.213186,43
1230816,0.480278,16
1230864,7.359311,20
1230880,9.556635,29
1230944,10.344038,61
1231024,13.050275,43
1231128,9.257329,69
1231136,3.093371,24
1231152,15.546487,61
1231160,14.856099,74
1231192,12.661197,39
1231216,12.456312,50
1231296,5.418157,20
1231384,10.549176,45
1231432,6.646439,17
1231512,13.617486,40
1231552,11.670329,49
1231608,15.26334,93
1231616,11.7364,61
1231640,8.883386,53
1231648,15.992744,62
1231760,13.156741,47
1231808,8.912044,25
1231824,9.439559,34
1231920,16.360639,61
1231936,11.95835,40
1231936,14.584923,53
1231968,3.12884,4
1231992,13.505432,43
1232000,8.341073,30
1232016,12.62653,47
1232072,7.301702,19
1232096,6.584054,16
1232168,7.529898,22
1232200,5.437982,13
1232296,16.240932,61
1232320,15.743819,62
1232336,13.91129,42
1232352,6.913882,19
1232432,10.329467,62
1232448,13.656637,54
1232472,5.011743,17
1232536,6.14613,30
1232552,8.876802,60
1232592,12.571318,53
1232648,10.983316,41
1232760,11.363328,39
1232800,7.300003,26
1232832,13.723507,60
1232864,12.574934,41
1232880,2.007661,10
1232936,5.597865,13
1232936,16.779632,58
1233016,9.797345,46
1233024,20.066155,74
1233048,8.30657,23
1233112,13.824471,44
1233168,14.973716,77
1233192,8.143058,22
1233200,10.71268,33
1233296,12.747929,45
1233328,12.850423,38
1233384,11.291707,34
1233448,4.551041,31
1233472,0.933091,22
1233560,11.972515,46
1233576,19.521934,87
1233608,-0.898715,4
1233616,-0.993125,1
1233616,9.728114,36
1233624,1.200759,19
1233672,16.768819,63
1233808,17.118953,95
1233824,11.62905,55
1233872,6.655869,32
1233888,17.031274,55
1233904,1.353584,10
1233928,6.897078,15
1234088,15.79791,59
1234104,7.797002,27
1234120,16.463578,56
1234168,19.947034,68
1234176,19.829216,77
1234280,13.056235,51
1234304,6.702442,16
1234376,18.854632,59
1234392,5.117984,14
1234424,9.29416,32
1234448,17.923748,65
1234448,11.906738,45
1234448,12.61108,43
1234504,-0.256758,7
1234552,1.402789,13
1234576,6.184011,16
1234632,10.91453,30
1234640,11.820774,42
1234744,3.346766,24
1234768,5.494139,81
1234776,6.277293,18
1234840,8.325367,25
1234856,8.046905,35
1234864,3.525977,15
1234888,16.504204,64
1234888,3.68568,6
1234912,7.298524,18
1234920,4.009296,7
1235040,4.477667,33
1235048,19.060999,68
1235064,12.786125,80
1235080,-0.949496,4
1235128,9.322095,30
1235152,5.687778,14
1235192,12.052438,38
1235192,1.053991,8
1235304,9.723594,30
1235312,6.327988,49
1235400,10.60759,31
1235400,7.526624,26
1235408,12.861118,41
1235416,6.206062,14
1235448,4.427059,32
1235560,19.403235,81
1235624,9.696524,28
1235624,-0.816974,8
1235648,15.285949,42
1235664,7.798609,27
1235744,12.692277,42
1235800,20.449024,118
1235808,14.759069,51
1235832,8.111213,21
1235904,11.272673,35
1235952,7.289602,18
1235952,5.170796,19
1235976,16.495529,70
1236008,10.25691,48
1236016,13.706167,46
1236064,2.369947,11
1236096,0.065977,10
1236096,6.839132,18
1236128,-0.850333,4
1236192,13.108091,45
1236368,15.850253,45
1236496,17.287294,94
1236536,17.523476,59
1236560,1.367843,82
1236560,15.698281,54
1236672,22.802325,90
1236688,2.623835,2
1236696,10.933811,75
1236704,5.330737,18
1236760,10.431408,33
1236760,17.079764,71
1236768,14.048043,50
1236864,13.947044,41
1236872,5.751036,14
1236904,9.275169,43
1236928,6.625967,21
1236928,9.543349,30
1237000,5.093007,17
1237032,8.129663,33
1237080,7.489184,48
1237144,8.944548,27
1237192,13.699969,61
1237208,11.618093,42
1237224,8.11906,24
1237232,-0.632973,5
1237248,7.734118,43
1237256,10.660445,32
1237352,5.373024,16
1237368,11.787285,36
1237368,14.688367,55
1237376,-1.072405,1
1237424,7.091548,22
1237496,9.174564,30
1237608,6.560004,50
1237640,7.65916,18
1237648,9.875254,28
1237656,13.092277,36
1237656,15.270877,53
1237664,16.716747,65
1237680,2.62417,3
1237776,6.379978,16
1237776,13.881213,53
1237776,10.826901,50
1237880,1.92096,13
1237912,6.003215,34
1237920,10.614133,30
1237920,-1.113093,5
1238024,5.340532,13
1238040,14.338712,48
1238112,13.617751,42
1238136,12.068861,59
1238152,16.845314,68
1238208,6.117827,36
1238256,17.610536,60
1238280,10.705584,30
1238312,7.749137,20
1238376,15.71692,58
1238480,4.050666,25
1238488,6.845033,22
1238512,15.464243,50
1238576,4.345654,8
1238696,9.148047,55
1238744,15.614073,76
1238816,19.341609,76
1238864,7.699696,21
1238888,10.807533,51
1238896,18.592297,65
1238976,6.129221,14
1239072,10.189464,73
1239120,10.109862,28
1239224,8.976317,81
1239328,9.130122,26
1239344,8.879971,34
1239344,11.223363,46
1239408,18.949467,74
1239456,16.276583,71
1239464,13.070294,180
1239552,8.43478,26
1239600,6.293086,18
1239720,11.879542,49
1239728,13.890236,63
1239728,7.653167,22
1239960,14.696226,45
1239992,12.6421,81
1240048,19.801114,80
1240192,6.61599,18
1240192,10.375482,25
1240216,3.078137,94
1240224,3.490644,62
1240272,19.572641,68
1240304,12.840011,73
1240376,1.172745,204
1240400,8.381714,26
1240408,8.044977,24
1240496,15.656872,67
1240576,7.042626,21
1240592,11.133996,36
1240648,15.413157,53
1240648,15.260387,57
1240736,12.135343,42
1240768,11.212989,34
1240824,11.005732,31
1240856,9.721886,26
1240864,5.942226,16
1240960,8.79423,24
1240992,14.041366,50
1241144,8.272219,23
1241200,18.851308,103
1241232,13.641506,51
1241240,10.407408,31
1241288,21.456729,127
1241360,4.090984,9
1241384,9.334003,30
1241392,5.491394,24
1241408,12.086577,95
1241416,19.789819,69
1241488,6.206059,13
1241512,19.600178,82
1241512,11.672903,34
1241584,12.87505,44
1241624,6.3452,33
1241688,8.246143,35
1241744,11.312506,29
1241744,9.173249,29
1241888,16.318078,62
1241968,8.021652,48
1241976,10.317011,36
1242064,15.060172,72
1242088,18.940341,84
1242176,4.183992,14
1242176,19.951487,69
1242240,13.098849,62
1242256,6.395855,21
1242280,12.131415,49
1242336,5.412502,12
1242352,15.924984,48
1242360,9.795906,77
1242392,12.190558,52
1242520,3.088105,21
1242552,6.239162,47
1242568,12.214056,49
1242576,8.430524,23
1242600,6.589873,33
1242608,3.342213,7
1242688,10.928036,41
1242744,10.402353,58
1242784,7.467278,27
1242832,16.456948,72
1242904,11.872201,37
1242920,6.564081,17
1242936,13.744483,45
1243032,7.962869,64
1243056,5.281752,17
1243072,-1.065225,2
1243088,14.412228,43
1243168,11.712464,60
1243168,10.646593,71
1243224,11.576241,36
1243240,7.520528,19
1243248,13.630551,43
1243264,5.621077,12
1243288,6.105192,32
1243312,6.360481,18
1243368,6.413099,15
1243400,11.471853,41
1243424,7.814933,20
1243472,4.996131,13
1243520,0.180419,12
1243536,6.463711,17
1243624,19.183852,99
1243680,17.454277,57
1243696,11.915811,48
1243696,11.254002,28
1243752,14.411165,64
1243760,16.872955,59
1243800,6.413571,15
1243840,4.317206,11
1243904,13.705316,46
1243912,4.064136,27
1243936,3.041673,17
1243936,12.216264,39
1243984,13.161031,36
1244024,6.997423,15
1244040,14.443393,65
1244056,13.238795,37
1244192,9.707378,32
1244232,15.157973,49
1244240,3.777867,6
1244248,11.951326,42
1244312,5.962025,36
1244384,11.458256,43
1244416,8.205762,21
1244432,14.513493,62
1244432,6.031357,25
1244456,19.232858,59
1244464,1.994078,1
1244464,15.482008,51
1244472,5.886536,11
1244512,0.107621,5
1244528,3.297298,12
1244576,11.111567,33
1244624,14.306756,48
1244672,6.520847,20
1244760,12.032615,41
1244880,16.53315,52
1244880,11.749911,52
1244896,11.108966,34
1244952,9.120571,53
1245016,12.243361,43
1245048,8.427079,21
1245064,4.301306,81
1245176,9.407892,35
1245392,15.578247,55
1245392,12.156959,41
1245432,15.283909,84
1245440,11.241353,33
1245448,15.836346,50
1245552,9.062056,122
1245552,17.421974,84
1245640,9.0285,31
1245664,2.514096,3
1245688,9.785293,31
1245704,5.479755,34
1245744,10.45985,91
1245792,8.229315,50
1245800,-0.838046,1
1245832,6.969352,21
1245896,13.900761,56
1245992,10.473499,55
1246000,13.499807,56
1246016,10.519387,34
1246040,0.725939,18
1246120,11.6059,52
1246128,-0.656088,1
1246240,9.03727,28
1246248,8.337587,32
1246304,4.540158,22
1246344,7.473415,82
1246376,6.284472,17
1246400,15.369042,45
1246408,10.285746,76
1246416,4.676478,21
1246512,4.614213,12
1246608,3.930234,25
1246640,8.483559,37
1246744,11.490174,55
1246768,13.530368,49
1246816,21.690881,102
1246864,16.013345,58
1246888,11.340623,35
1246896,5.194448,133
1246944,10.381333,38
1246968,7.915261,25
1247056,19.731086,68
1247064,10.071559,31
1247080,12.799118,42
1247104,7.536486,26
1247168,3.63873,28
1247304,7.630536,25
1247352,7.631668,23
1247392,19.049272,63
1247456,12.343169,49
1247496,15.628185,52
1247496,8.591068,24
1247512,15.845083,57
1247568,5.639936,22
1247576,17.776921,76
1247624,6.208755,16
1247648,11.177642,98
1247656,-0.776492,4
1247704,4.086005,7
1247704,11.967474,44
1247736,0.220555,4
1247736,7.563311,21
1247736,1.218776,20
1247952,16.566171,55
1247992,10.694905,32
1248040,13.647245,42
1248072,9.998737,52
1248144,20.418675,81
1248144,9.028148,51
1248144,14.663319,86
1248224,6.929329,19
1248248,9.497976,26
1248248,10.157679,37
1248328,4.291383,10
1248368,6.996833,18
1248384,4.253977,7
1248448,9.559384,57
1248456,11.039546,39
1248456,-1.420891,1
1248504,12.133269,45
1248552,4.791167,12
1248600,7.816148,18
1248704,6.707694,42
1248768,9.489794,27
1248840,5.061048,57
1248896,3.527682,7
1248912,12.690891,51
1248992,14.035126,106
1249032,3.943854,33
1249032,13.959911,54
1249080,11.741681,104
1249288,9.508465,47
1249328,13.378929,78
1249368,14.077481,42
1249496,7.656684,26
1249512,20.59027,77
1249592,13.894954,70
1249592,20.151517,75
1249600,1.607842,11
1249664,0.066505,9
1249672,-0.862679,1
1249680,5.246869,11
1249752,14.642665,48
1249768,18.992255,86
1249872,16.400812,68
1249896,4.814884,270
1249952,5.668624,23
1249968,11.627584,36
1250000,-0.674357,4
1250008,15.23037,64
1250016,7.02352,33
1250024,14.260118,53
1250072,12.328629,50
1250112,4.478428,13
1250128,-0.190944,13
1250144,9.457024,31
1250160,2.454572,4
1250232,9.662802,35
1250360,3.614641,61
1250368,14.543775,44
1250376,7.461187,38
1250392,9.427092,29
1250440,12.566616,41
1250472,17.324534,59
1250496,6.700154,16
1250544,14.037753,50
1250552,6.479259,22
1250584,7.619713,28
1250592,13.713893,45
1250632,4.767433,10
1250656,8.729284,27
1250656,6.123846,14
1250680,4.470974,11
1250704,3.631757,15
1250776,8.595433,38
1250792,5.082098,14
1250824,6.786621,21
1250832,8.343048,25
1250840,10.217966,43
1250880,-0.487236,13
1250944,18.528502,69
1250952,9.743518,37
1250984,6.204257,18
1251024,2.995915,18
1251064,5.725101,29
1251072,-0.176576,16
1251072,5.120719,15
1251112,3.082416,16
1251112,14.458448,51
1251128,2.540221,2
1251184,0.520242,20
1251192,-0.754955,1
1251216,3.890633,18
1251232,6.172657,15
1251296,15.233803,59
1251344,4.136552,19
1251368,6.776662,17
1251392,6.75574,22
1251440,9.473685,47
1251440,19.343953,81
1251536,4.901793,12
1251552,18.190668,60
1251568,16.107087,55
1251576,9.047128,29
1251592,11.411966,37
1251800,13.227854,51
1251816,11.955916,47
1251816,10.025602,31
1251976,17.284655,53
1252008,11.955977,59
1252056,8.184038,30
1252072,16.796299,60
1252112,5.622817,13
1252128,4.005451,7
1252136,9.544326,42
1252152,1.642199,22
1252160,19.534395,73
1252344,8.723774,29
1252384,11.745215,41
1252560,12.647789,53
1252592,8.246768,26
1252648,18.790072,62
1252656,5.25224,12
1252664,16.468742,67
1252920,17.676888,72
1252936,9.256841,43
1252968,7.153916,40
1253008,4.079572,9
1253024,14.565939,46
1253024,13.46859,207
1253096,2.49225,9
1253160,10.708335,30
1253160,4.865445,168
1253256,13.760255,74
1253288,5.555925,16
1253312,7.886612,36
1253320,-1.108788,4
1253320,10.678415,145
1253328,10.788535,40
1253384,4.735825,8
1253504,13.618008,67
1253528,15.996953,54
1253536,3.320742,4
1253576,3.594644,6
1253584,8.673811,33
1253600,11.129802,34
1253608,11.603071,37
1253672,15.626825,52
1253888,11.436989,38
1253960,17.834674,72
1253960,9.516832,53
1254048,15.823765,56
1254080,6.605368,15
1254104,8.348949,27
1254112,17.528465,63
1254144,18.215532,71
1254216,7.35916,32
1254248,7.318281,18
1254320,4.751927,26
1254376,2.892866,20
1254376,20.162108,88
1254384,9.513272,42
1254496,15.82287,52
1254640,19.589571,62
1254800,5.516148,60
1254816,12.180046,55
1254824,11.347621,55
1254848,16.819366,59
1254896,4.504204,10
1254912,15.464974,52
1255064,6.367281,33
1255128,9.07554,35
1255240,14.826399,75
1255248,12.898419,44
1255352,16.09343,55
1255360,10.46313,29
1255408,5.853389,21
1255464,3.415954,152
1255552,15.268358,61
1255560,17.269892,92
1255616,10.463638,46
1255616,4.357271,33
1255712,-0.092055,19
1255784,12.262535,53
1255912,17.090557,56
1255928,7.127883,27
1255936,13.653238,48
1255976,16.946588,71
1256024,13.112964,51
1256032,15.846869,52
1256040,10.837569,32
1256144,8.605866,26
1256168,8.574405,24
1256176,11.255763,31
1256224,8.083069,39
1256288,4.987219,15
1256360,4.244249,400
1256408,12.203784,48
1256416,5.249954,47
1256432,5.985359,26
1256456,15.61886,53
1256512,9.085103,28
1256536,15.773369,49
1256544,7.647453,23
1256624,5.283022,14
1256696,5.395736,20
1256832,11.08375,47
1256848,12.317227,55
1256856,-0.931949,3
1256864,12.055708,54
1256936,8.586177,30
1256944,14.631113,66
1257032,16.618085,61
1257056,11.995734,54
1257064,7.137841,25
1257168,10.428688,39
1257168,8.628142,28
1257224,8.216377,21
1257272,8.686977,30
1257376,4.497281,26
1257400,10.691334,42
1257432,15.60406,62
1257552,11.780434,48
1257552,7.727225,41
1257568,10.72659,37
1257616,8.636149,27
1257720,9.498078,43
1257760,8.933538,24
1257912,11.769202,45
1257944,15.75543,221
1257960,12.184566,66
1258064,18.500021,64
1258144,16.944893,53
1258200,9.115816,36
1258200,19.820019,73
1258272,9.846744,26
1258280,7.310104,17
1258312,6.566932,14
1258336,23.05728,72
1258392,9.328803,24
1258480,6.154815,18
1258496,15.663832,69
1258504,7.873399,28
1258520,17.916452,70
1258616,6.938143,38
1258680,3.210491,23
1258720,15.780712,56
1258768,8.107784,19
1258776,0.603515,7
1258856,6.784867,22
1258872,3.896241,13
1258880,14.0521,47
1258936,17.454743,68
1258944,13.674341,53
1258952,4.747023,12
1258960,14.124496,60
1258968,3.182562,4
1259160,7.754566,26
1259216,14.031788,42
1259224,3.93047,8
1259272,12.156713,62
1259288,9.635016,40
1259400,17.26982,57
1259472,9.783053,64
1259488,9.648068,34
1259512,3.268219,5
1259520,9.129284,31
1259568,12.301235,35
1259664,16.063169,55
1259736,11.834034,31
1259768,8.468831,25
1259856,7.932422,24
1259896,6.027216,20
1259904,7.472552,48
1259912,15.11988,50
1259912,13.200911,130
1259928,19.269544,66
1260008,8.69652,30
1260032,6.689319,16
1260040,6.615186,23
1260048,-4.583986,400
1260136,6.864713,26
1260160,9.260304,31
1260216,11.903996,38
1260232,13.374877,42
1260272,4.015107,7
1260344,12.418709,37
1260376,12.254589,43
1260384,11.788662,43
1260416,12.837449,51
1260488,4.848926,27
1260496,6.054443,14
1260512,12.642799,44
1260600,17.041219,58
1260744,16.20276,64
1260784,16.304194,55
1260832,11.252428,42
1260840,13.408603,58
1260864,16.725523,56
1260976,14.744982,61
1261016,8.387371,34
1261016,9.706551,29
1261080,8.895885,27
1261112,11.550627,35
1261112,15.778865,75
1261192,2.528738,14
1261200,12.701552,45
1261216,9.234432,25
1261272,18.22048,84
1261328,9.823955,27
1261360,10.816606,48
1261424,15.713667,51
1261544,12.767652,54
1261552,11.140516,42
1261592,10.057674,40
1261640,13.934936,56
1261664,9.218351,30
1261704,7.12678,20
1261760,9.60613,50
1261976,14.74293,42
1262080,18.831423,66
1262144,3.105345,55
1262168,13.282908,51
1262184,17.414874,65
1262256,15.329879,83
1262352,6.934673,47
1262416,11.105194,34
1262424,11.061334,32
1262432,12.027742,44
1262472,8.36377,36
1262624,8.861089,34
1262760,13.199479,42
1262768,4.482167,42
1262784,8.729653,46
1262792,16.596009,199
1262800,9.241584,41
1262816,7.622124,24
1262856,4.880603,12
1262888,-0.185258,11
1262904,10.776041,197
1263048,5.006919,18
1263048,22.825895,99
1263096,11.915497,39
1263152,13.543928,42
1263224,2.677933,22
1263240,17.760053,56
1263240,4.754272,11
1263248,8.686495,45
1263288,11.756854,65
1263360,13.995353,39
1263376,5.529565,17
1263400,15.42789,68
1263440,2.793182,24
1263488,15.780645,49
1263568,10.023042,35
1263648,10.123994,31
1263776,4.265691,67
1263792,13.363156,54
1263792,13.447004,52
1263800,17.940193,72
1263880,5.371186,11
1263896,-0.804496,2
1263976,18.336145,67
1264104,12.678697,41
1264128,14.534969,60
1264152,20.217666,83
1264304,12.646042,63
1264320,4.673249,27
1264400,17.801364,104
1264432,16.175002,67
1264440,14.980525,81
1264528,5.630929,28
1264544,11.037799,49
1264616,5.986947,23
1264656,7.970172,27
1264728,8.318359,25
1264808,4.699945,10
1264824,18.706257,106
1264824,11.970161,53
1264840,21.480257,89
1264872,17.802678,69
1264928,6.683067,15
1264960,12.932211,43
1265096,15.388501,69
1265096,9.158221,32
1265104,12.557596,35
1265128,10.571618,32
1265144,17.652654,61
1265208,5.252697,14
1265232,5.939011,16
1265240,5.064799,14
1265320,6.543277,62
1265352,13.849806,49
1265400,11.057202,38
1265408,5.55039,60
1265464,9.501736,40
1265512,4.416085,35
1265560,10.909862,44
1265576,3.736315,21
1265632,11.97856,39
1265656,14.941708,52
1265656,9.862496,32
1265688,6.588494,22
1265712,4.220122,7
1265736,6.903621,20
1265832,11.941035,46
1265880,8.636416,24
1265960,14.234095,50
1265976,8.745495,30
1265976,11.039461,33
1266056,11.552137,53
1266152,8.278968,24
1266192,19.723903,67
1266256,15.954197,53
1266328,11.359992,44
1266472,13.822625,140
1266480,14.404646,41
1266520,7.55777,80
1266528,8.371965,25
1266536,15.998396,60
1266600,11.928981,51
1266624,17.199356,81
1266680,5.920417,25
1266760,10.643488,29
1266792,8.221641,21
1266872,6.054287,44
1266888,12.666721,44
1266936,15.185133,58
1267008,22.857815,94
1267032,15.051897,54
1267048,7.295702,20
1267064,7.039355,34
1267208,11.53552,34
1267216,8.373094,23
1267272,20.469147,74
1267280,17.894072,65
1267296,5.556501,11
1267392,13.625152,43
1267408,16.206117,50
1267408,0.701052,14
1267416,11.860474,44
1267432,4.623946,20
1267496,16.259197,78
1267512,3.289364,37
1267640,5.546564,29
1267648,9.523742,32
1267696,13.120607,36
1267752,8.871513,42
1267840,4.378978,11
1267880,8.629378,29
1267904,7.301211,49
1267912,19.374694,60
1268016,13.417007,40
1268024,14.926657,48
1268024,19.035502,93
1268032,15.319491,67
1268072,-0.359919,7
1268144,10.400252,33
1268216,11.308409,39
1268272,10.225252,30
1268288,12.531641,47
1268368,7.4382,19
1268424,5.551123,44
1268432,10.608054,36
1268472,17.916304,56
1268496,10.139587,26
1268512,17.049673,84
1268528,6.013942,20
1268544,17.235073,65
1268640,11.054874,46
1268680,5.264577,17
1268768,6.436105,37
1268808,2.578995,21
1268824,10.976688,41
1268840,10.667308,52
1268920,5.294118,14
1268976,10.770223,58
1269016,14.366437,61
1269096,11.782307,52
1269104,11.727207,42
1269128,6.959422,19
1269144,12.584752,40
1269344,9.196281,31
1269376,13.528783,57
1269464,13.609769,45
1269472,15.523013,57
1269472,21.197935,79
1269520,3.180038,18
1269544,4.299753,9
1269568,12.248071,53
1269616,14.683323,61
1269688,13.649914,43
1269736,5.511207,15
1269792,13.744998,41
1269864,8.6281,37
1269984,15.249943,55
1270080,6.135641,49
1270112,20.118673,74
1270152,15.107591,52
1270200,13.296897,42
1270272,6.940401,20
1270312,8.469783,41
1270312,16.588516,235
1270328,3.649416,7
1270336,3.553044,17
1270352,20.611677,70
1270456,9.35581,38
1270456,5.251307,16
1270488,7.226453,19
1270520,8.271774,21
1270536,2.155877,133
1270584,15.340075,63
1270696,0.70881,14
1270760,16.180444,56
1270768,9.25987,39
1270776,13.23258,40
1270808,18.006311,62
1270928,16.809956,55
1270960,9.045468,25
1270960,7.403737,33
1270976,-0.947279,2
1271080,12.412798,38
1271152,14.855536,48
1271160,19.998526,78
1271184,10.509097,47
1271240,11.067223,35
1271288,10.69063,45
1271352,13.133479,47
1271416,10.236057,29
1271424,-0.875149,1
1271520,12.403122,46
1271560,17.901795,60
1271608,9.644408,56
1271672,8.44269,48
1271752,11.714259,41
1271760,17.364388,65
1271792,11.206819,55
1271840,14.399203,40
1271992,17.545504,54
1272000,14.341656,49
1272056,12.317859,37
1272088,4.361568,31
1272128,13.24936,42
1272136,16.930139,58
1272240,9.646846,31
1272248,8.820759,31
1272288,4.698421,19
1272296,17.439896,68
1272376,9.615667,40
1272392,10.09534,33
1272456,13.297928,46
1272520,11.89782,34
1272608,13.814837,40
1272632,2.511158,30
1272688,5.664136,29
1272704,13.862306,41
1272768,8.714394,31
1272840,15.789025,75
1272984,14.315212,44
1273016,14.131127,51
1273096,14.718127,51
1273104,13.680191,50
1273208,13.050201,55
1273216,5.196734,14
1273288,12.412808,38
1273296,9.122359,25
1273448,10.489709,29
1273464,15.359534,56
1273584,11.854376,47
1273600,6.161352,19
1273720,-0.678013,400
1273808,9.160019,64
1273840,5.888655,15
1273888,21.076647,75
1274080,15.151499,77
1274104,16.806384,63
1274144,12.078292,42
1274160,19.923226,72
1274216,13.741894,47
1274272,17.424015,247
1274408,9.665666,31
1274440,10.478742,28
1274464,-0.668238,3
1274496,4.860695,44
1274536,15.719287,57
1274552,5.752945,18
1274552,4.120036,11
1274560,-0.915083,1
1274576,2.292233,2
1274608,4.960529,9
1274648,3.127633,5
1274712,14.346985,55
1274768,6.356113,24
1274808,7.256539,246
1274808,14.593573,39
1274840,6.426069,24
1274944,11.152756,49
1275024,13.374114,142
1275120,4.919847,12
1275128,10.331107,52
1275160,14.681055,44
1275216,13.661849,56
1275264,14.765229,57
1275264,11.69063,53
1275304,13.334544,45
1275312,8.989962,24
1275504,6.311842,24
1275520,10.038461,32
1275536,10.169435,179
1275600,10.594979,55
1275616,13.130982,44
1275632,1.434641,4
1275664,0.573637,45
1275760,11.127227,68
1275760,5.681179,12
1275792,6.370167,34
1275808,12.008872,34
1275816,12.051709,86
1275872,11.227685,30
1275936,10.88442,40
1276032,18.020743,66
1276064,11.056697,38
1276088,12.784628,41
1276176,14.572323,48
1276232,11.031915,37
1276248,14.738987,55
1276352,13.878851,67
1276392,8.16932,38
1276448,16.360326,48
1276456,10.014771,26
1276464,3.947983,9
