timesteps,episode_reward,episode_length
590816,3.900485,8
590864,10.14141,30
590896,7.960362,28
590936,3.817031,15
590944,9.571148,36
591032,13.27188,48
591104,3.802058,9
591200,7.279217,33
591240,12.029014,47
591288,5.160286,49
591328,10.379134,48
591352,7.907999,31
591416,16.248252,245
591720,15.408322,60
591736,18.47436,67
591792,15.195777,286
591984,18.505861,71
591992,9.777141,34
592048,6.811579,32
592152,22.81565,103
592232,3.828442,30
592256,16.640772,65
592336,12.376811,44
592528,24.446741,155
592664,20.467845,77
592664,8.829199,54
592736,4.004088,60
592800,9.761551,58
592928,18.005079,97
592976,8.559483,30
593088,1.191294,400
593136,12.985186,59
593136,-1.343994,6
593200,10.456963,34
593208,0.857283,9
593384,13.845672,73
593392,6.645289,24
593432,9.317616,57
593464,3.667146,10
593464,14.263195,100
593480,0.907615,11
593496,-0.711637,2
593512,12.178736,270
593552,13.672938,52
593584,-0.150495,4
593680,7.329722,27
593816,9.174518,48
593848,7.467526,42
593872,11.355909,51
593936,10.950919,91
593976,10.402443,37
594024,7.607357,22
594088,10.460985,74
594168,13.086854,44
594216,18.238497,211
594344,14.082566,95
594352,11.012491,33
594368,7.96406,25
594384,15.250216,64
594384,13.522042,56
594536,10.452725,40
594592,16.772201,71
594664,11.413841,40
594696,8.900003,39
594888,10.484248,63
594928,12.442416,72
594968,12.98783,47
594976,11.881932,76
595048,5.868822,48
595168,19.623504,79
595192,18.85685,62
595224,10.182846,42
595248,-0.507211,3
595272,11.031958,38
595320,14.79752,49
595360,6.616451,21
595368,5.151553,12
595376,5.746478,16
595472,-0.048496,12
595536,12.363819,61
595584,13.122231,76
595632,9.405279,34
595720,6.133401,17
595736,1.537077,33
595768,11.399576,56
595784,7.425951,31
595856,8.920622,86
595888,18.6744,65
595896,3.591654,22
595920,5.651498,243
595976,-0.337015,10
595984,5.593159,16
596016,6.688517,35
596112,8.769638,24
596312,14.208806,66
596320,12.39405,86
596440,12.97647,57
596456,6.82191,71
596472,15.298112,88
596504,8.155359,23
596536,3.822903,8
596712,9.877649,50
596808,10.855955,34
596832,16.106366,107
596840,2.784775,4
596976,7.65745,33
597056,18.780035,75
597088,16.06094,73
597104,15.676793,124
597168,8.16687,42
597304,8.987502,25
597312,1.667957,18
597320,13.527189,60
597408,13.637492,54
597504,7.331363,25
597520,11.741073,58
597696,10.788905,48
597704,16.88909,77
597808,5.286349,14
597816,-1.334853,1
597920,11.414807,52
597920,10.754438,75
597976,11.047124,57
598056,13.556411,81
598176,6.811535,32
598328,10.504686,44
598336,8.27106,52
598352,6.938824,22
598488,5.349279,17
598536,7.661829,26
598600,16.267708,98
598856,9.100712,46
598968,14.117507,54
598968,13.487308,79
599088,3.229865,384
599160,7.18248,70
599192,0.259129,13
599200,12.344211,43
599248,10.415395,35
599328,11.376201,361
599448,16.225194,60
599496,11.06797,42
599768,8.196418,34
599800,12.72521,59
599856,-0.632231,11
600024,13.492935,97
600208,13.979766,51
600216,18.317589,128
600304,10.576014,35
600312,14.069825,108
600368,6.576022,20
600368,4.00931,7
600504,16.499613,163
600512,2.470284,82
600560,5.446979,24
600592,3.427207,36
600712,8.836887,25
600784,8.920407,35
600808,14.973075,55
600840,5.258243,16
600840,7.415823,78
600888,11.160368,41
600904,6.357323,400
601112,9.942534,34
601184,9.137198,50
601184,16.377057,74
601232,2.686066,6
601256,13.103047,400
601280,5.413818,12
601336,15.869034,56
601384,19.131734,68
601432,-0.17189,66
601536,4.16653,13
601568,11.692753,57
601592,3.055782,7
601616,5.616977,29
601624,12.631488,49
601712,12.826077,47
601776,12.219731,65
601936,4.126749,20
601992,8.26757,46
601992,10.161279,35
602040,11.288262,56
602136,8.704839,25
602152,13.181419,73
602232,18.300876,77
602272,6.423758,35
602312,8.933268,40
602520,17.829233,155
602528,11.315713,47
602616,13.116698,72
602616,1.803098,12
602656,9.587272,53
602720,20.358021,73
602744,7.747558,54
602768,5.836242,19
602920,8.001905,25
602928,10.375034,34
603000,12.304801,91
603000,5.43523,48
603144,6.175,18
603176,14.13817,81
603184,15.249569,52
603224,11.596613,38
603320,4.834048,12
603328,6.423615,23
603392,13.433889,49
603424,15.207123,62
603544,2.994244,342
603568,9.01796,49
603608,6.672041,23
603704,18.346649,120
603816,10.312229,34
603824,19.673023,80
603832,14.839178,55
603976,9.898866,46
604040,4.509396,8
604096,11.157356,49
604120,13.12987,100
604152,10.898354,40
604184,3.406039,4
604248,9.163424,26
604328,15.049982,63
604352,-0.438278,3
604408,10.282191,36
604440,7.571284,78
604520,11.506732,53
604576,10.829316,49
604584,6.768649,29
604696,2.532778,14
604728,4.063161,26
604808,6.551674,46
604872,8.482717,37
604936,6.311094,66
604952,0.500273,18
604984,-1.094037,6
605120,1.727404,49
605176,-0.339861,7
605400,16.521558,88
605408,13.531737,53
605416,18.884457,146
605416,18.327072,68
605512,5.646344,12
605832,7.568442,54
605856,16.423301,56
605904,13.646847,91
606016,13.035968,63
606024,16.555929,76
606032,6.195741,135
606160,7.188887,38
606176,7.781054,43
606232,11.287273,41
606336,12.601043,38
606368,0.8273,17
606376,10.273121,44
606432,4.123664,32
606488,8.025283,59
606528,7.03304,400
606608,15.60732,56
606736,12.37938,45
606768,10.003912,400
606792,16.792986,57
606816,12.851191,56
606928,11.904511,50
606984,5.426877,27
607024,7.797595,26
607096,14.566545,45
607120,17.800377,79
607128,6.739077,18
607208,4.448817,14
607216,3.485489,36
607256,18.305544,81
607360,14.705944,71
607440,9.236488,39
607536,13.704113,64
607568,5.294848,26
607592,7.051442,42
607608,10.324395,50
607656,12.781057,55
607752,5.606845,18
607752,10.856633,39
607792,8.589549,25
607904,20.803108,98
608016,10.086366,33
608160,11.385552,46
608240,14.824494,61
608256,16.159237,90
608328,3.428103,9
608352,17.769109,87
608400,2.830572,9
608416,7.799652,248
608424,13.510691,65
608504,11.514466,33
608616,12.153318,57
608704,7.498795,38
608912,14.891761,62
608936,15.379015,73
609104,13.492429,61
609136,16.052845,89
609176,10.794189,59
609408,5.460805,38
609512,17.439136,75
609536,11.577433,129
609656,5.114292,18
609712,18.43679,97
609784,5.578058,76
609800,10.94201,83
609872,16.338647,58
609960,5.030557,22
610112,14.399929,57
610200,15.70637,50
610264,9.759066,49
610336,8.656567,47
610344,3.732002,10
610448,14.133057,92
610672,17.89994,70
610704,8.55469,45
610768,13.62761,400
610792,16.211019,57
610864,4.535505,9
610872,5.683569,25
610952,9.512948,94
611024,9.527051,32
611048,5.507907,43
611216,2.088349,400
611280,9.539193,32
611296,9.768358,53
611328,15.26941,58
611408,7.929315,24
611448,3.476493,5
611496,10.913961,131
611536,4.579242,11
611568,3.899772,30
611680,11.768306,48
611840,11.772516,43
611952,3.429972,125
611984,12.207393,56
612120,7.146835,21
612224,20.382456,82
612312,8.210601,79
612464,4.53944,43
612576,7.995441,74
612680,11.551118,57
612736,4.153247,400
612880,11.673172,38
613024,12.534713,70
613104,6.853065,158
613216,6.553587,24
613248,11.905663,64
613368,3.503063,33
613424,15.297463,268
613464,11.752744,144
613472,8.460358,74
613568,11.138147,40
613648,14.850921,54
613728,5.042098,10
613728,6.789536,20
613784,7.073493,52
613792,-1.186105,1
613840,11.740916,46
614136,12.430074,43
614144,12.114399,52
614216,8.979663,61
614232,21.816144,96
614248,10.942024,400
614280,6.896689,107
614296,16.244051,57
614304,-0.945309,1
614392,17.030352,214
614440,5.843105,20
614504,3.792712,8
614528,11.189963,35
614584,13.270493,46
614592,11.908521,57
614632,8.667029,30
614640,-0.84652,1
614696,9.923868,58
614728,5.88511,18
614760,3.759029,8
614856,15.507234,69
614864,21.223809,90
614976,5.65469,27
615048,10.096883,40
615136,2.413153,76
615144,15.283951,63
615168,-0.359591,15
615208,-0.112995,5
615224,12.409029,45
615232,14.202167,47
615248,5.873653,14
615344,5.055842,14
615480,7.299143,29
615480,8.946837,63
615704,10.491989,60
615712,9.161653,29
615856,11.647197,64
615872,2.175533,21
615968,4.903846,12
616048,17.663659,182
616072,19.746202,74
616112,3.699119,18
616128,-0.598184,123
616192,11.629337,42
616432,4.270031,40
616472,22.37174,158
616488,11.235019,52
616496,16.732618,98
616520,10.283575,59
616536,2.585968,2
616576,14.730075,56
616680,9.38772,31
616728,9.142591,29
616776,12.61476,36
616792,-0.539722,2
616880,11.296944,51
616944,11.869087,33
616960,7.43027,29
617096,11.630713,38
617200,16.223458,83
617232,11.229168,34
617280,4.368971,10
617296,2.556106,25
617392,12.195551,56
617448,8.672256,27
617576,19.492646,384
617608,6.784688,27
617664,13.476999,46
617696,5.336141,11
617768,16.527352,61
618032,12.095132,42
618144,15.037703,60
618216,12.935126,96
618224,16.017378,57
618320,5.396557,13
618320,7.819067,22
618424,10.380641,49
618464,18.679174,284
618496,7.091022,22
618592,4.471724,12
618640,13.254712,40
618728,0.535104,269
618800,12.21286,47
618960,3.865328,40
619024,14.13077,181
619112,10.235687,48
619280,13.915952,300
619360,15.337581,70
619512,7.093301,29
619520,13.116366,162
619528,-0.680372,1
619544,18.655533,73
619576,2.967991,27
619632,15.210426,65
619640,-0.688306,1
619664,16.360294,150
619688,6.389838,83
619704,4.144842,22
619760,4.883135,15
619800,17.734667,151
619896,5.212334,12
619968,8.184952,49
619968,8.927042,26
620040,10.713115,47
620136,17.957383,78
620176,10.781479,59
620184,9.241646,27
620232,8.130864,33
620320,11.438859,79
620584,10.011607,86
620648,13.72867,52
620776,17.693655,74
620832,16.048637,64
620912,4.923458,92
620984,12.68993,42
621048,12.517532,188
621072,12.608152,129
621208,7.501255,47
621232,17.149709,81
621248,5.354128,139
621264,-1.268118,2
621360,11.497854,36
621400,6.782326,61
621528,5.833677,60
621640,1.498732,14
621648,19.871989,109
621648,5.963655,31
621656,-1.373229,1
621672,18.424868,86
621768,5.613627,14
621792,15.483098,70
621904,18.21202,80
621952,2.963882,38
622016,10.121361,82
622136,5.538919,46
622192,2.888088,30
622424,17.797916,98
622488,9.038277,87
622488,1.450711,160
622608,10.439576,59
622648,5.021322,122
622768,6.034899,20
622808,4.001868,40
622904,10.170159,60
622936,18.065733,115
622936,6.664246,16
622968,5.968087,40
623128,17.690543,153
623184,16.374711,87
623216,10.232565,39
623224,11.218746,57
623400,15.088369,58
623520,9.621793,73
623600,12.305647,48
623608,7.573574,26
623616,-0.835152,2
623720,15.108181,62
623720,7.335122,25
623776,0.229241,21
623776,17.525126,101
623840,4.631632,8
623920,11.81048,38
623968,4.386481,31
623984,11.835137,107
624120,18.428952,241
624128,9.46471,51
624160,4.077877,24
624288,7.430048,21
624328,16.199848,61
624344,9.294646,71
624360,12.566494,55
624392,7.599793,33
624408,4.281554,153
624424,10.317729,55
624528,12.162377,46
624624,7.513268,25
624704,10.719226,43
624712,-0.859143,1
624744,10.78685,57
624880,17.068495,69
624912,15.04514,63
624920,1.988291,1
624984,12.046798,45
625136,16.879278,76
625208,4.87834,28
625224,12.575285,60
625288,17.059104,112
625304,19.81136,74
625336,11.169896,57
625440,4.463974,13
625480,7.284009,22
625512,9.366454,38
625624,11.752034,42
625696,13.503248,70
625792,9.367004,35
625808,3.710683,111
625912,0.553372,36
626120,15.493365,53
626216,11.229199,53
626248,13.808903,96
626264,9.758075,44
626296,1.255962,61
626448,5.183306,19
626552,10.660024,36
626736,7.288377,65
626760,7.178931,26
626928,4.594198,21
626976,22.763931,91
627048,15.168179,75
627120,8.098256,48
627240,10.904298,252
627248,7.700445,34
627320,8.960855,25
627528,15.152101,60
627544,14.25989,400
627552,14.664216,78
627552,8.124301,29
627576,11.602782,182
627728,17.257619,61
627768,9.161807,65
627784,9.872355,29
627848,5.206139,34
627848,-0.037296,10
628000,12.112373,56
628064,11.046195,67
628104,-0.653515,5
628128,13.182807,50
628168,7.674477,40
628272,10.503441,61
628336,1.655843,26
628376,6.787654,34
628384,12.821478,105
628512,9.999292,30
628576,18.135281,72
628640,3.130657,400
628888,16.11132,64
628936,18.997545,75
628952,12.571092,47
628960,10.962289,40
629096,2.846271,20
629120,0.8281,21
629208,15.627389,87
629264,2.762884,7
629336,15.288389,119
629360,2.547339,3
629672,16.370318,188
629696,12.925379,42
629704,17.685655,102
629712,16.811027,74
629896,16.609025,100
630000,1.379877,130
630064,0.94871,277
630072,6.339124,47
630128,12.236385,53
630136,-0.736694,1
630272,11.22033,34
630280,14.419013,76
630280,13.886833,48
630320,10.573314,32
630392,10.047503,32
630400,11.628066,86
630432,10.808614,45
630456,-0.057382,7
630576,8.783551,23
630632,9.902262,44
630696,4.043518,8
630696,13.611091,52
630776,4.260719,25
630800,10.888466,43
630832,-0.054894,4
630840,5.889298,18
630848,5.912115,19
630888,-0.169393,7
630904,-0.516446,2
630928,0.052341,10
630936,10.236359,77
631064,6.256669,17
631104,12.854448,41
631104,15.220863,84
631304,11.498626,46
631392,9.009077,36
631496,2.579012,24
631520,1.972976,16
631576,12.158816,92
631624,11.754674,70
631640,-0.995779,2
631816,6.869649,114
631856,12.639093,42
631936,12.031148,45
631936,14.740893,55
632112,12.130097,37
632136,12.386812,129
632184,17.894387,68
632216,5.710914,45
632256,4.275654,15
632296,14.297368,45
632360,4.424493,18
632416,9.332149,60
632464,12.108976,400
632656,6.953426,30
632696,17.886957,303
632696,12.560604,64
632752,-0.375683,7
632864,9.654537,26
632872,14.611384,72
632880,15.654431,65
632992,1.089628,15
633136,16.827693,55
633168,19.70456,88
633296,7.424947,68
633376,11.907332,48
633448,5.87998,149
633456,16.589621,74
633480,-1.252975,4
633496,14.315182,45
633592,17.839156,89
633624,7.988463,57
633640,2.998655,18
633648,12.357202,44
633776,2.914359,40
633832,3.040261,23
634104,11.056654,41
634112,6.388126,35
634208,11.318013,104
634208,17.529673,77
634224,15.948088,93
634296,13.806146,84
634400,1.639648,13
634472,8.312891,46
634472,3.674256,33
634480,7.280759,34
634512,5.761823,14
634608,5.864527,48
634624,5.743702,18
634872,11.209967,50
634960,17.75252,61
634968,14.752285,43
635024,6.552978,52
635112,14.209011,75
635152,6.644343,23
635232,5.302774,34
635312,1.682104,10
635312,-0.389155,400
635312,2.045591,20
635312,9.729498,55
635360,0.87637,31
635360,14.544832,215
635528,9.424955,63
635560,-0.093553,4
635592,8.204619,29
635632,9.45842,40
635648,6.935782,36
635776,15.48857,58
635816,2.851016,28
635816,6.644586,21
635832,21.878786,215
635840,2.733519,3
635888,7.149385,32
635888,14.397425,72
635920,1.813067,18
635928,8.29949,46
636136,10.812011,38
636272,10.054896,54
636296,13.915422,46
636296,14.719397,47
636312,2.54971,22
636368,4.793289,12
636368,7.574547,69
636464,13.075856,72
636464,7.057866,19
636520,8.24502,28
636536,14.546842,81
636544,1.599697,154
636744,7.874461,35
636920,9.750759,57
636928,4.438985,23
636952,16.434432,54
637016,16.469474,60
637120,15.439523,72
637192,9.460977,103
637272,8.770308,44
637344,12.952854,49
637368,9.065418,44
637504,17.51725,72
637512,11.355772,49
637520,3.037259,22
637544,13.202217,44
637760,14.976051,49
637776,15.808397,63
637800,17.37639,188
637888,12.796624,47
637920,12.604249,47
638048,16.205675,66
638096,17.416463,74
638208,11.170045,36
638240,11.853188,55
638304,3.124547,26
638304,5.155191,66
638352,7.937207,58
638400,2.979347,44
638456,9.612984,87
638536,8.100318,29
638552,7.058096,25
638576,4.302208,15
638664,16.941687,57
638744,7.612191,24
638776,8.87943,47
638848,8.863124,310
638888,16.710215,73
638912,11.844299,42
638936,-0.860714,3
639032,4.690674,18
639040,3.193143,24
639256,13.457505,60
639312,2.089825,34
639392,16.841759,91
639400,18.365717,108
639416,-0.640274,3
639520,3.551911,15
639568,9.302951,39
639592,18.533736,106
639600,14.041191,83
639704,10.672293,36
639712,12.666319,85
639744,8.222583,22
639792,8.744651,25
639896,7.081584,37
639928,18.614151,77
640152,15.855445,56
640160,6.384374,80
640216,17.532688,59
640288,6.562053,16
640312,14.959002,52
640352,8.42112,53
640456,17.689699,93
640472,8.076531,23
640504,13.384501,89
640664,13.089326,56
640720,14.397697,71
640752,15.246628,55
640848,8.893162,47
641024,16.89737,71
641072,9.242984,90
641160,8.076103,55
641184,13.022476,65
641216,17.4077,89
641248,11.772319,50
641248,3.003086,62
641336,6.192298,19
641424,7.865875,26
641440,11.41284,400
641488,14.269203,52
641520,15.254763,62
641560,3.250737,5
641712,13.897883,69
641816,1.911221,32
641848,13.065134,51
641936,8.316476,28
641944,20.311088,76
641976,16.083397,91
642016,15.518618,74
642024,18.564929,97
642048,-0.94092,3
642048,4.565325,9
642072,4.684817,73
642128,4.167164,10
642176,2.733074,6
642216,10.80041,46
642248,0.024239,4
642248,8.557067,29
642264,8.872623,27
642384,20.191182,71
642560,16.483514,77
642624,14.97363,69
642704,6.24372,18
642768,16.09834,65
642808,22.535622,79
642880,16.77225,62
642952,20.26233,127
643008,11.263133,48
643056,18.536378,99
643080,10.178366,104
643104,9.042294,37
643216,3.595593,14
643224,14.647614,65
643272,14.320415,63
643368,10.59452,45
643456,4.814331,30
643488,4.559446,33
643592,13.207494,64
643592,1.592175,17
643672,7.949126,90
643736,13.01152,58
643824,7.007424,19
643936,2.275772,132
643992,13.497468,78
644016,11.245348,53
644056,17.985018,71
644080,4.466447,11
644144,4.990699,69
644168,20.126677,139
644240,2.589259,23
644296,9.516934,70
644344,6.110107,13
644416,11.861528,42
644416,14.3089,74
644440,17.403122,63
644560,12.09609,52
644592,9.283628,37
644632,7.080186,27
644664,5.969161,13
644728,12.161414,36
644752,13.896503,92
644752,-0.207346,3
644752,13.92952,73
644760,-1.2674,1
644784,3.250772,19
644864,11.624389,56
644968,8.876038,26
644976,17.079466,79
644984,1.345887,29
645000,3.472818,51
645048,1.021497,48
645080,4.375772,13
645168,12.017044,52
645176,12.752833,49
645256,8.329115,26
645432,13.714227,71
645472,10.546781,61
645472,2.488402,59
645568,15.972052,61
645568,0.855306,49
645576,12.158269,51
645728,10.791033,32
645752,12.086819,62
645768,17.47972,100
645824,13.289001,49
645960,13.407154,49
645960,4.134937,17
645976,15.202446,63
645976,9.543524,31
645992,6.577768,28
646104,1.151054,16
646128,6.612046,17
646328,20.930786,95
646432,8.380855,38
646472,13.45712,46
646488,-0.754381,2
646544,14.443853,73
646560,6.420905,101
646656,17.795265,87
646784,7.251264,30
646784,13.630095,101
646896,17.019971,71
646904,13.930883,59
647152,15.622843,197
647184,9.50043,35
647216,15.753908,54
647232,19.572996,72
647344,5.216801,16
647368,15.720693,59
647400,17.96521,77
647432,10.154128,35
647608,7.886406,30
647688,6.311789,43
647696,11.030212,58
647720,11.544109,36
647824,5.408193,17
647936,19.144754,94
647944,8.560675,28
647944,-0.638558,1
648048,19.636528,81
648176,16.243398,71
648336,17.500195,80
648408,8.800717,58
648440,14.040109,49
648448,19.126246,78
648720,10.390575,48
648720,15.396445,68
648736,5.537936,272
648736,12.335465,99
648784,12.477946,43
648848,10.734171,50
648880,7.909722,20
648896,12.383079,61
649016,7.909967,21
649200,11.495541,60
649208,12.0269,59
649304,9.972186,36
649320,13.630179,55
649416,5.057444,12
649416,8.113678,85
649592,10.936235,36
649656,6.045232,95
649672,9.234051,59
649688,8.082849,400
649888,11.972495,85
650040,4.541888,48
650192,21.385615,97
650216,5.565584,41
650272,14.037154,75
650280,9.605665,30
650312,21.342881,78
650336,6.330128,15
650512,8.479378,25
650592,9.400762,32
650856,16.924475,72
651040,7.108995,23
651064,16.827678,109
651072,13.058018,60
651176,15.584366,83
651256,7.176085,23
651296,6.633635,29
651312,6.064321,130
651432,-0.562815,331
651520,13.266633,60
651528,-0.804823,1
651624,4.027579,24
651680,8.307848,48
651752,13.852388,72
651752,17.341709,55
651776,16.129554,65
651848,-0.008217,12
651944,6.443929,33
652032,10.459257,32
652200,15.101378,56
652216,12.74372,86
652256,6.831155,28
652304,19.529628,85
652312,0.97172,14
652344,17.302148,62
652352,1.870685,345
652400,10.634798,373
652448,4.47174,18
652552,9.056478,42
652576,19.089842,79
652712,13.607166,50
652736,11.161664,42
652760,11.059409,52
652800,10.506856,44
652864,9.818279,64
652968,7.661934,21
653088,15.077663,67
653088,16.501577,104
653112,2.103737,18
653144,14.061837,71
653184,15.199525,53
653240,13.459122,66
653368,5.075345,16
653440,8.585895,32
653480,13.110292,49
653512,2.623401,18
653640,5.488069,97
653672,12.255211,73
653728,18.70624,77
653744,8.560688,38
653824,3.709395,10
654016,5.848774,43
654056,2.927609,5
654072,-0.196729,2
654128,24.349622,174
654248,17.192155,76
654256,10.175195,66
654272,8.344243,25
654376,14.522369,108
654552,8.012411,22
654600,4.011375,182
654624,12.823313,62
654632,16.670694,101
654648,-0.468381,6
654744,9.793356,59
654768,15.234406,64
654800,20.526273,69
654832,4.866456,11
654840,5.153093,36
654896,9.730137,33
654984,6.060618,18
655008,14.307396,45
655032,11.606319,51
655168,6.076087,17
655280,-0.792046,14
655280,15.415001,56
655320,8.863505,53
655416,5.297929,12
655456,8.299199,22
655632,11.99817,108
655760,16.468899,60
655784,15.400276,123
655904,2.912617,303
655960,4.230068,22
655984,9.995457,66
656032,19.248261,77
656152,9.696171,31
656240,9.199292,32
656272,8.452516,30
656304,15.406958,68
656344,3.333988,167
656400,12.883866,55
656496,7.275125,108
656544,9.871194,30
656648,11.306621,51
656688,3.491815,5
656712,2.328019,46
656776,15.183753,63
656792,2.692631,49
656816,5.409021,13
656880,12.957872,48
656936,11.411782,49
656968,11.660489,102
657040,12.458327,44
657088,8.520171,37
657128,8.343435,31
657232,9.769837,33
657256,3.735491,40
657320,8.257062,29
657360,5.367199,29
657384,6.752479,19
657400,4.44049,10
657400,12.374439,78
657472,0.734076,9
657520,8.382519,33
657616,9.169907,32
657736,7.407006,27
657744,11.067553,43
657800,0.684153,7
657832,6.606166,45
657840,3.943539,5
657968,16.259944,73
657992,6.167958,20
658048,0.246127,10
658096,10.745179,160
658160,6.189145,21
658184,7.937844,400
658200,3.851569,45
658304,5.879302,71
658312,2.462581,16
658336,7.596863,22
658448,20.422264,104
658448,13.894504,50
658568,8.902343,32
658632,6.563689,23
658664,16.024004,58
658672,10.046004,46
658736,10.064731,36
658928,13.212964,45
659088,8.722162,57
659104,14.021453,54
659120,13.454547,57
659120,8.34908,24
659144,13.973093,131
659312,16.841107,72
659600,8.036099,64
659624,15.09362,63
659656,12.474585,165
659672,17.043572,69
659760,7.549138,82
659832,6.99163,26
659888,19.620212,93
659920,17.338432,76
659968,7.966234,26
660072,13.920336,50
660104,14.648047,56
660240,2.600438,400
660272,8.796472,25
660336,11.29186,46
660336,16.597739,63
660432,7.577972,64
660472,2.91009,25
660552,6.987289,39
660608,4.850932,22
660616,15.193385,91
660624,12.704645,65
660696,13.288207,45
660768,1.772419,18
660984,14.700578,54
661000,9.618396,49
661072,3.71995,75
661336,15.946088,125
661344,8.038073,34
661416,15.071612,81
661456,16.558619,57
661496,17.238526,237
661536,2.925762,15
661552,7.607843,27
661576,4.87817,15
661664,15.91064,85
661752,7.255407,27
661840,10.558104,62
661864,5.760748,14
661920,9.436604,46
661920,14.366299,163
661968,7.667034,49
661992,11.780537,41
662000,0.893636,10
662112,17.086112,77
662184,0.800249,9
662232,8.889229,29
662320,13.26816,60
662336,16.660828,59
662416,18.584755,62
662504,3.636476,67
662592,12.862507,51
662712,19.460377,90
662736,-0.628345,3
662808,7.104878,27
662824,15.243152,51
662880,20.205017,68
662888,17.536246,82
662912,6.518059,74
662984,16.549673,60
663056,12.337695,40
663144,5.787276,40
663264,15.364168,57
663296,9.184994,48
663296,8.447272,52
663472,11.458537,52
663568,9.126887,34
663664,13.875923,46
663720,-0.542177,378
663768,6.83735,25
663784,14.256534,80
663816,5.192278,19
663840,4.63622,9
663896,12.232269,126
663920,8.24977,25
664128,10.539908,39
664144,10.845794,31
664168,5.327845,48
664224,20.11732,155
664248,14.615027,123
664304,3.88775,7
664336,23.632118,108
664336,7.0451,24
664352,16.769402,64
664352,-0.306453,2
664400,15.129517,60
664504,9.338032,47
664568,11.834432,50
664648,13.23147,43
664784,8.679267,35
664824,7.521836,59
664856,8.005248,36
664864,13.84191,58
664880,12.397446,66
664912,8.965945,72
664936,0.900929,14
664936,3.009788,3
665000,16.485177,97
665088,7.786139,26
665160,2.686199,9
665160,5.374206,28
665168,8.118775,29
665240,0.569026,10
665248,13.988851,49
665352,15.479399,71
665376,13.659089,64
665432,7.89028,33
665440,12.753048,55
665480,5.544033,29
665504,9.144135,107
665552,4.409954,9
665560,13.32216,50
665712,11.789009,34
665816,14.166299,72
665880,8.209401,47
665952,11.828595,65
665968,19.002568,77
665984,15.412973,54
666008,16.014421,56
666032,2.644507,3
666064,9.824422,31
666112,16.929607,92
666136,2.663379,32
666200,2.836831,11
666264,11.020133,39
666288,16.984732,72
666472,10.744339,55
666480,13.588974,52
666480,7.826407,24
666544,10.157825,35
666576,16.863723,76
666584,5.156146,13
666600,13.814755,58
666752,18.932394,96
666856,4.387805,13
666864,14.56651,49
666912,11.312375,39
666984,6.585639,15
667024,15.392318,60
667088,14.822475,63
667144,3.633034,7
667248,13.439139,96
667256,16.709471,85
667360,11.789743,56
667368,12.996143,48
667408,3.686549,20
667488,9.314737,43
667504,16.982049,81
667528,5.867743,15
667536,15.939592,64
667592,2.989102,7
667600,6.94484,29
667664,6.499142,17
667688,13.828035,54
667896,12.090741,38
667960,8.581673,34
668032,17.623871,66
668072,4.931197,14
668072,7.055919,59
668128,0.855776,7
668200,7.074551,105
668320,8.981514,31
668368,11.507822,42
668376,-1.501839,1
668464,9.413888,33
668488,4.786893,125
668504,14.491431,105
668544,14.61893,52
668600,0.261695,14
668608,11.286617,36
668664,16.883396,96
668744,6.445034,46
668752,12.77463,319
668792,5.36565,31
668920,11.358672,40
669016,7.24415,44
669024,4.129776,13
669088,5.095467,9
669240,14.594087,61
669360,2.782187,94
669360,13.699759,107
669400,3.959245,20
669432,8.677106,80
669472,5.700673,14
669488,13.595999,50
669616,9.924257,32
669720,4.499263,40
669736,9.760365,33
669760,17.915124,127
669792,4.208018,166
669832,18.642314,101
669840,4.459728,10
669856,11.537473,46
669944,18.497078,64
670136,5.499813,52
670272,17.441932,82
670280,5.081958,42
670288,13.620391,62
670376,7.907803,30
670384,17.144172,69
670464,3.983197,23
670544,7.800229,32
670552,15.256207,87
670560,7.627565,36
670568,1.764951,104
670640,-1.03165,32
670704,4.687263,108
670776,11.370633,39
670784,0.639279,18
670800,10.719917,31
670872,1.072298,41
670888,14.409158,64
671032,5.78942,32
671048,11.647405,43
671144,10.13325,32
671208,17.382297,80
671256,13.437877,59
671264,12.907494,49
671456,16.70824,82
671456,9.533726,53
671536,10.111936,35
671592,16.053749,68
671600,-0.797001,1
671640,12.444453,47
671688,12.145713,68
671728,1.583767,11
671752,11.683414,37
671768,4.923702,39
671784,15.099118,153
671784,7.676224,23
671904,2.766306,15
671992,9.525631,33
672000,22.340494,99
672008,3.432413,13
672032,7.493575,35
672048,9.638496,33
672072,4.293867,10
672104,0.52254,12
672136,5.626916,13
672200,5.895508,54
672208,13.681089,84
672312,7.815917,33
672328,8.869227,41
672440,19.622835,94
672464,9.514344,49
672552,4.652414,30
672608,8.468878,35
672616,16.158097,64
672640,7.782444,25
672712,4.702039,13
672752,6.761302,36
672784,8.711271,29
672792,19.619016,82
672816,16.142653,77
672944,4.565916,29
673032,9.500488,30
673064,7.702243,53
673120,9.11773,42
673176,12.89312,45
673232,2.2935,77
673352,19.398219,75
673480,15.895217,67
673520,15.431177,61
673560,11.18932,55
673600,17.270516,67
673720,12.724906,61
673808,4.618923,11
673864,12.311999,86
673896,11.870914,52
673968,17.09832,77
674016,12.01632,62
674048,7.973128,56
674120,9.055398,39
674208,8.446264,24
674272,3.479432,8
674304,12.074091,93
674312,6.065689,33
674320,-0.662022,6
674424,12.535017,57
674576,15.328019,57
674608,4.450429,89
674680,6.59649,32
674712,0.296212,13
